iter	RMSE
366	4.206887037
367	4.206606508
368	4.202804915
369	4.198039293
370	4.192964346
371	4.187261862
372	4.183672389
373	4.178384137
374	4.17351106
375	4.171381247
376	4.169471224
377	4.164334216
378	4.162600975
379	4.158829478
380	4.153440991
381	4.149005601
382	4.144834357
383	4.142609351
384	4.138991354
385	4.137324716
386	4.134945759
387	4.130478209
388	4.127062722
389	4.125335178
390	4.122621731
391	4.120368073
392	4.116542298
393	4.112306142
394	4.109660858
395	4.104638048
396	4.098895711
397	4.096945762
398	4.095242226
399	4.09351545
400	4.093091507
401	4.091366503
402	4.08818422
403	4.085040393
404	4.081237507
405	4.078160378
406	4.076197402
407	4.073086032
408	4.071014199
409	4.070039229
410	4.068339064
411	4.066004611
412	4.065289885
413	4.06146106
414	4.061084463
415	4.056444567
416	4.052195799
417	4.048958217
418	4.043328134
419	4.041061428
420	4.038252611
421	4.0362483
422	4.035834781
423	4.032263443
424	4.030455031
425	4.026000057
426	4.022831396
427	4.021244241
428	4.017617876
429	4.014655429
430	4.009862481
431	4.007712622
432	4.003835537
433	4.000911938
434	3.998785688
435	3.99863417
436	3.995624814
437	3.992538751
438	3.988676269
439	3.985938257
440	3.984761793
441	3.982671949
442	3.980305791
443	3.979790024
444	3.979645574
445	3.978834242
446	3.97299475
447	3.970473723
448	3.968959094
449	3.965319722
450	3.962130883
451	3.959973688
452	3.95811047
453	3.957972577
454	3.953700318
455	3.951196465
456	3.947781638
457	3.943932813
458	3.94209112
459	3.940618266
460	3.93692773
461	3.935830701
462	3.932658407
463	3.932063936
464	3.929452727
465	3.925594749
466	3.922834896
467	3.919554746
468	3.919456854
469	3.916919741
470	3.915233678
471	3.91146732
472	3.911145818
473	3.908807086
474	3.906218485
475	3.903889601
476	3.902094423
477	3.898144993
478	3.89382027
479	3.888402968
480	3.88536175
481	3.88263013
482	3.880160846
483	3.877593634
484	3.875012413
485	3.872615953
486	3.866305408
487	3.863702764
488	3.862407434
489	3.862283919
490	3.861320777
491	3.859434628
492	3.855915095
493	3.853810502
494	3.849715172
495	3.847040747
496	3.84556244
497	3.842800324
498	3.842447592
499	3.839476021
500	3.837752263
501	3.837411247
502	3.834435443
503	3.832661054
504	3.831393219
505	3.829485063
506	3.824646863
507	3.82036212
508	3.81699466
509	3.814967896
510	3.812225932
511	3.810656222
512	3.810257082
513	3.807978485
514	3.805818957
515	3.803053642
516	3.800678977
517	3.798686398
518	3.797421007
519	3.795289079
520	3.792785842
521	3.791150178
522	3.787637143
523	3.783172508
524	3.782406739
525	3.779705656
526	3.77743023
527	3.776541508
528	3.772131317
529	3.769958223
530	3.766920993
531	3.765634033
532	3.765416309
533	3.761919018
534	3.75857229
535	3.758038373
536	3.757536944
537	3.754542776
538	3.750337227
539	3.748652562
540	3.744818358
541	3.741570394
542	3.737471272
543	3.73648693
544	3.735348591
545	3.733970649
546	3.731398723
547	3.728267249
548	3.726604503
549	3.72439542
550	3.720565779
551	3.716877077
552	3.715873026
553	3.712451735
554	3.709881636
555	3.707949696
556	3.705925245
557	3.701836376
558	3.70124412
559	3.699348571
560	3.697011682
561	3.695519003
562	3.693497592
563	3.691259438
564	3.689955935
565	3.688309288
566	3.68686615
567	3.686635969
568	3.684438783
569	3.680623802
570	3.678631875
571	3.677905497
572	3.674337688
573	3.670857056
574	3.670259607
575	3.669230344
576	3.667556168
577	3.665820712
578	3.663171662
579	3.661492641
580	3.659026468
581	3.656972444
582	3.655728768
583	3.653141277
584	3.651571844
585	3.64938319
586	3.647185052
587	3.64484181
588	3.642419241
589	3.639560003
590	3.637412421
591	3.637258985
592	3.636527422
593	3.634584305
594	3.631212956
595	3.629243656
596	3.62796698
597	3.626820952
598	3.62198494
599	3.620126145
600	3.618464012
601	3.616771618
602	3.614553092
603	3.613194218
604	3.612488739
605	3.608485357
606	3.606929849
607	3.604602255
608	3.6019622
609	3.60001701
610	3.599457844
611	3.598014848
612	3.596736424
613	3.594505206
614	3.591032842
615	3.588348737
616	3.585165152
617	3.581036002
618	3.579696562
619	3.577938542
620	3.576063264
621	3.57395247
622	3.572055702
623	3.570425986
624	3.569057137
625	3.566604184
626	3.565161538
627	3.564455283
628	3.561959839
629	3.559030753
630	3.555273012
631	3.552449797
632	3.55068641
633	3.547693365
634	3.545849217
635	3.544057655
636	3.541117131
637	3.538735542
638	3.535538805
639	3.535227994
640	3.53355723
641	3.532432042
642	3.527325968
643	3.525998828
644	3.524485599
645	3.52344677
646	3.52195988
647	3.521394272
648	3.520584913
649	3.51927564
650	3.518456818
651	3.515011627
652	3.512329986
653	3.510532679
654	3.506943413
655	3.505234128
656	3.504135321
657	3.502165872
658	3.500909255
659	3.500069444
660	3.498546473
661	3.495843246
662	3.495054298
663	3.494193674
664	3.492772552
665	3.490438247
666	3.485414301
667	3.481258338
668	3.479015291
669	3.475989689
670	3.47538196
671	3.47313796
672	3.470809863
673	3.470743374
674	3.469559756
675	3.46905306
676	3.467153026
677	3.466121958
678	3.462195207
679	3.459255813
680	3.456999475
681	3.455730139
682	3.453736372
683	3.452929503
684	3.447450699
685	3.444102049
686	3.44264931
687	3.440178765
688	3.43809753
689	3.436256416
690	3.431243925
691	3.428709801
692	3.426130861
693	3.42521909
694	3.423987749
695	3.422467828
696	3.41992117
697	3.415479886
698	3.414207806
699	3.412027547
700	3.410897946
701	3.409731556
702	3.409283045
703	3.408117668
704	3.406278503
705	3.405799881
706	3.403153786
707	3.401127406
708	3.400046
709	3.39868765
710	3.397049263
711	3.393358853
712	3.390764861
713	3.389230809
714	3.387915051
715	3.384491234
716	3.383593231
717	3.380627671
718	3.375671407
719	3.372718716
720	3.372472173
721	3.37094082
722	3.365198393
723	3.364301725
724	3.36206715
725	3.359628073
726	3.35765118
727	3.355245575
728	3.353074796
729	3.351741008
730	3.350714166
731	3.347444163
732	3.346744349
733	3.34348106
734	3.340778515
735	3.33782141
736	3.333423847
737	3.332834145
738	3.331268084
739	3.330037892
740	3.327972721
741	3.325729152
742	3.324859987
743	3.323817848
744	3.322315362
745	3.321159321
746	3.320060117
747	3.31821833
748	3.317690857
749	3.316292161
750	3.315855882
751	3.314866464
752	3.314411023
753	3.313104615
754	3.310188101
755	3.305953902
756	3.304750151
757	3.303936368
758	3.302473367
759	3.299152173
760	3.29826658
761	3.297595284
762	3.293913769
763	3.291894207
764	3.291315822
765	3.29081424
766	3.289845196
767	3.287522092
768	3.286641855
769	3.28592578
770	3.283420398
771	3.283309625
772	3.282185583
773	3.280507106
774	3.27955793
775	3.277507394
776	3.276721605
777	3.276400476
778	3.27621878
779	3.274892152
780	3.269961458
781	3.269078199
782	3.268312265
783	3.267220466
784	3.265028393
785	3.262152084
786	3.260798717
787	3.259866809
788	3.259140015
789	3.258565054
790	3.258124584
791	3.257989832
792	3.257170289
793	3.254846568
794	3.254149
795	3.25094559
796	3.250680509
797	3.248981676
798	3.244286553
799	3.243144302
800	3.241783585
801	3.239841106
802	3.23883242
803	3.238210114
804	3.236441425
805	3.235815327
806	3.231205969
807	3.229557828
808	3.228692969
809	3.227766557
810	3.226264287
811	3.221385758
812	3.219476745
813	3.217688124
814	3.213500518
815	3.209441265
816	3.208964201
817	3.204631392
818	3.203719421
819	3.200906454
820	3.199093532
821	3.198057357
822	3.197889143
823	3.196434975
824	3.193241327
825	3.190666553
826	3.188415828
827	3.185820616
828	3.183635359
829	3.182362057
830	3.178682018
831	3.176318415
832	3.175357981
833	3.170620733
834	3.170135696
835	3.169100939
836	3.167270173
837	3.165523456
838	3.162717219
839	3.161290803
840	3.158802759
841	3.156229192
842	3.155004253
843	3.154847145
844	3.15310188
845	3.152040361
846	3.150551438
847	3.14912114
848	3.147510815
849	3.146189817
850	3.145136929
851	3.143417385
852	3.139928703
853	3.137978659
854	3.136294696
855	3.134681429
856	3.133731795
857	3.13264838
858	3.132236615
859	3.130589383
860	3.129588115
861	3.126183083
862	3.122728175
863	3.120910615
864	3.120187195
865	3.118986194
866	3.1181541
867	3.117151224
868	3.116289521
869	3.115317796
870	3.114337471
871	3.112765475
872	3.111352343
873	3.110490553
874	3.109131588
875	3.108084686
876	3.106119406
877	3.105013573
878	3.10356708
879	3.101871921
880	3.100214581
881	3.099096512
882	3.098320794
883	3.095239046
884	3.094033528
885	3.093238833
886	3.091091247
887	3.090292189
888	3.088327817
889	3.087467254
890	3.085518644
891	3.084211459
892	3.08161825
893	3.080353219
894	3.079620404
895	3.078574024
896	3.078155468
897	3.075608664
898	3.073258401
899	3.072128413
900	3.070093763
901	3.069789112
902	3.067924839
903	3.066464644
904	3.065199821
905	3.063837079
906	3.063805015
907	3.062626845
908	3.059099943
909	3.058762421
910	3.056561083
911	3.055094759
912	3.053957472
913	3.0524379
914	3.051719116
915	3.049722197
916	3.047885842
917	3.047381567
918	3.046085378
919	3.044069853
920	3.04268804
921	3.042189803
922	3.039786235
923	3.037438365
924	3.03606385
925	3.034984976
926	3.034506275
927	3.033532103
928	3.032473556
929	3.029048122
930	3.027474062
931	3.027272998
932	3.026899456
933	3.026215049
934	3.024614661
935	3.020931793
936	3.019187053
937	3.018246347
938	3.017649601
939	3.015215168
940	3.013985927
941	3.01332362
942	3.012198552
943	3.007979276
944	3.006951622
945	3.005377759
946	3.00228366
947	3.001362796
948	2.999944997
949	2.999064305
950	2.998045642
951	2.997004438
952	2.996199239
953	2.994712571
954	2.992747087
955	2.992482008
956	2.990141291
957	2.989200854
958	2.988474893
959	2.987799509
960	2.987773477
961	2.987307156
962	2.983294073
963	2.982875588
964	2.982246304
965	2.981667598
966	2.98089447
967	2.980561115
968	2.977532478
969	2.976376395
970	2.973457241
971	2.969912812
972	2.969312064
973	2.968555215
974	2.96775767
975	2.96696751
976	2.966238678
977	2.965992214
978	2.964427979
979	2.962540794
980	2.961103533
981	2.958384368
982	2.955744908
983	2.95441736
984	2.953842769
985	2.952373098
986	2.951608018
987	2.948623453
988	2.947860487
989	2.946837784
990	2.944644091
991	2.943887903
992	2.942351541
993	2.938915336
994	2.937602452
995	2.935651351
996	2.934806061
997	2.933996832
998	2.932336097
999	2.929964089
